#mpa_v31_CHOCOPhlAn_201901
clade_name	1005_01	1006_01	1009_01	1016_01	1018_01	1021_01	1024_01	1025_01	1033_01	1035_01	1040_01	1041_01	1050_01	1055_01	1058_01	1063_01	110_02	1113_01	1124_01	1144_01	1174_01	121_01	135_01	138_01	142_01	144_01	144_02	146_01	149_01	157_01	160_01	163_01	164_01	165_01	171_01	174_01	176_01	178_01	178_02	180_01	184_01	187_01	188_01	190_01	196_01	199_01	2001_01	2007_01	2010_01	2013_01	2016_01	2017_01	2018_01	202_01	2021_01	2023_01	2023_02	2024_01	2028_01	2029_01	2030_01	2031_01	2038_01	2042_01	2047_01	2052_01	2073_01	2076_01	210_01	2115_01	213_01	2136_01	214_01	217_01	218_01	219_01	2197_01	2204_01	2205_01	2215_01	2222_01	223_01	2232_01	228_01	233_01	234_01	235_01	237_01	241_01	243_01	244_01	246_01	246_02	247_01	248_01	252_01	253_02	253_03	257_01	261_01	277_01	278_01	281_01	285_01	287_01	288_01	290_01	293_01	296_01	305_01	307_01	313_01	318_01	327_01	330_01	348_01	349_01	349_02	355_01	360_01	36_01	365_01	365_02	367_01	371_01	373_01	386_01	388_01	388_02	392_01	403_01	405_01	434_02	434_03	440_01	441_01	443_01	45_01	72_01	74_01	76_02	76_03	78_01	84_01	92_01	94_01
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40217	0.0	0.0	0.0	0.0	0.0	0.0	1.3181	0.82351	0.0	0.0	0.0	0.0	0.0	6.85167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16474	0.0	0.0	0.0	0.87093	1.74169	0.0	0.59733	5.07588	0.11131	0.0	0.0	0.22074	0.0	0.0	0.0	0.0	0.0	2.51262	0.0	0.0	0.0	0.0	7.83493	0.0	0.49234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26837	0.0	0.0	0.0	4.51628	0.0	0.0	0.0	0.0	0.0	0.0	0.25606	0.0	0.0	0.0	0.0	0.74143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41542
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40217	0.0	0.0	0.0	0.0	0.0	0.0	1.3181	0.82351	0.0	0.0	0.0	0.0	0.0	6.85167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16474	0.0	0.0	0.0	0.0	1.74169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51262	0.0	0.0	0.0	0.0	3.18187	0.0	0.49234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26837	0.0	0.0	0.0	4.51628	0.0	0.0	0.0	0.0	0.0	0.0	0.25606	0.0	0.0	0.0	0.0	0.74143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11118
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40217	0.0	0.0	0.0	0.0	0.0	0.0	1.3181	0.82351	0.0	0.0	0.0	0.0	0.0	6.85167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16474	0.0	0.0	0.0	0.0	1.74169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51262	0.0	0.0	0.0	0.0	3.18187	0.0	0.49234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26837	0.0	0.0	0.0	4.51628	0.0	0.0	0.0	0.0	0.0	0.0	0.25606	0.0	0.0	0.0	0.0	0.74143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11118
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.71791	0.0	0.0	0.0	93.97541	68.48007	6.4163	0.0	0.0	1.04243	0.0	0.32723	0.0	0.0	0.0	0.0	0.0	0.0	18.01387	2.17078	13.72222	1.48562	0.0	30.02823	45.85461	0.0	0.0	0.0	0.0	0.0	34.85171	5.5636	0.0	0.75962	21.36373	0.0	0.3803	0.0	0.0	44.55123	0.0	0.0	2.7654	0.0	0.0	0.0	1.00288	0.0	48.80279	35.42016	0.0	61.1301	0.0	0.0	0.0	21.84549	68.19245	0.0	13.60975	56.28711	4.39782	31.48495	2.43248	0.0	0.0	44.99385	17.57118	2.41234	0.0	0.0	0.0	0.33573	0.0	0.0	0.0	0.0	93.08502	0.0	28.15367	0.1433	0.0	0.0	0.0	41.96812	0.04411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09956	0.0	28.0327	0.0	1.21196	0.0	22.27298	0.0	2.87016	35.77055	34.31897	63.69566	0.0	0.0	0.0	0.48916	0.0	6.41117	25.78291	55.20804	4.37501	0.0	2.79712	0.0	26.58166	34.92961	1.2034	58.02968	0.14406	0.25802	5.64388	0.0	58.42646	0.0	31.70475	0.0	0.0	61.39107	77.8702	9.92042	81.86597	0.03635	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40217	0.0	0.0	0.0	0.0	0.0	0.0	1.3181	0.82351	0.0	0.0	0.0	0.0	0.0	6.85167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16474	0.0	0.0	0.0	0.0	1.74169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51262	0.0	0.0	0.0	0.0	3.18187	0.0	0.49234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51628	0.0	0.0	0.0	0.0	0.0	0.0	0.25606	0.0	0.0	0.0	0.0	0.74143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11118
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20884	0.0	4.74307	0.9082	0.0	0.0	0.07109	0.0	1.04278	1.2012	0.0	0.37315	0.0	0.54699	0.0	0.0	0.0	0.0	0.0	0.75415	0.64922	0.08285	0.0	0.0	0.45749	0.0	0.0	0.0	0.0	0.0	1.27794	0.0	0.0	0.0	0.0	1.02454	0.0	2.77008	0.9582	0.0	0.0	0.0	0.0	0.0	0.83785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43409	0.0	0.0	0.0	0.01567	0.39526	0.0	0.0	0.0	0.94892	0.0	0.04318	0.00141	1.73764	0.0	1.03864	2.57683	0.11747	0.0	0.0	0.5849	0.0	0.0	0.0	0.0	0.23368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08338	0.9408	0.0	0.0	0.0	0.0	0.02072	0.4087	0.37342	0.0	0.0	0.0	1.21742	0.0	0.0	0.18414	1.68065	0.0	0.61455	0.29579	0.0	0.15426	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.59772	0.0	0.0	0.0	80.83022	0.32141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.32389	0.64282	9.00026	0.46228	0.0	24.25898	0.0	0.0	0.0	0.0	0.0	0.0	22.59368	3.93037	0.0	0.0	14.381	0.0	0.0	0.0	0.0	39.55975	0.0	0.0	1.75507	0.0	0.0	0.0	0.0	0.0	44.10622	32.24908	0.0	9.98928	0.0	0.0	0.0	0.10537	51.96771	0.0	9.3092	43.46914	0.0	0.24443	0.0	0.0	0.0	0.13513	0.44632	1.14079	0.0	0.0	0.0	0.28463	0.0	0.0	0.0	0.0	68.46577	0.0	23.21657	0.0	0.0	0.0	0.0	28.07214	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.80029	0.0	0.0	0.0	0.0	0.0	2.06494	26.90693	0.0	1.1914	0.0	0.0	0.0	0.0	0.0	4.6495	0.12143	2.14249	3.25755	0.0	1.11738	0.0	19.17652	25.70548	0.0	1.05879	0.0	0.04508	0.04967	0.0	23.90579	0.0	11.00541	0.0	0.0	51.13229	65.87635	0.09838	0.21686	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05894	0.0	0.0	0.0	6.35042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.97932	1.12493	3.54923	0.07615	0.0	1.45006	0.0	0.0	0.0	0.0	0.0	0.0	9.51691	0.99921	0.0	0.0	4.90872	0.0	0.0	0.0	0.0	2.24973	0.0	0.0	0.70399	0.0	0.0	0.0	0.0	0.0	0.87698	0.46254	0.0	12.96783	0.0	0.0	0.0	0.0	13.1536	0.0	3.00364	9.30638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10166	0.0	0.0	0.0	0.05109	0.0	0.0	0.0	0.0	16.70366	0.0	3.87729	0.0	0.0	0.0	0.0	10.72824	0.00555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19992	0.0	0.0	0.0	0.0	0.0	0.53587	5.98643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2714	0.0	0.0	0.67716	0.0	0.03082	0.0	5.35098	6.61656	0.0	0.0	0.0	0.0	0.0	0.0	32.42276	0.0	19.26423	0.0	0.0	8.51122	9.54356	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06125	0.0	0.0	0.0	6.79477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71065	0.09966	1.17274	0.9472	0.0	4.31919	0.0	0.0	0.0	0.0	0.0	0.0	2.74112	0.63401	0.0	0.0	1.88318	0.0	0.0	0.0	0.0	2.74174	0.0	0.0	0.30634	0.0	0.0	0.0	0.0	0.0	3.81959	2.70854	0.0	1.49029	0.0	0.0	0.0	0.0	3.07113	0.0	1.29692	3.51159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91559	0.0	1.05981	0.0	0.0	0.0	0.0	3.16774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0325	0.0	0.0	0.0	0.0	0.0	0.26935	2.87718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49026	0.0	0.0	0.4403	0.0	0.0	0.0	2.05416	2.60758	0.0	0.0	0.0	0.0	0.0	0.0	2.0979	0.0	1.43511	0.0	0.0	1.74755	2.45029	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40217	0.0	0.0	0.0	0.0	0.0	0.0	1.3181	0.82351	0.0	0.0	0.0	0.0	0.0	6.85167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16474	0.0	0.0	0.0	0.0	1.74169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51262	0.0	0.0	0.0	0.0	3.18187	0.0	0.49234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51628	0.0	0.0	0.0	0.0	0.0	0.0	0.25606	0.0	0.0	0.0	0.0	0.74143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11118
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20884	0.0	4.74307	0.9082	0.0	0.0	0.07109	0.0	1.04278	1.2012	0.0	0.37315	0.0	0.54699	0.0	0.0	0.0	0.0	0.0	0.75415	0.64922	0.08285	0.0	0.0	0.45749	0.0	0.0	0.0	0.0	0.0	1.27794	0.0	0.0	0.0	0.0	1.02454	0.0	2.77008	0.9582	0.0	0.0	0.0	0.0	0.0	0.83785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43409	0.0	0.0	0.0	0.01567	0.39526	0.0	0.0	0.0	0.94892	0.0	0.04318	0.00141	1.73764	0.0	1.03864	2.57683	0.11747	0.0	0.0	0.5849	0.0	0.0	0.0	0.0	0.23368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08338	0.9408	0.0	0.0	0.0	0.0	0.02072	0.4087	0.37342	0.0	0.0	0.0	1.21742	0.0	0.0	0.18414	1.68065	0.0	0.61455	0.29579	0.0	0.15426	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11821	0.0	0.0	0.0	0.0	0.0	0.0	0.26351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_albicans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03743	0.0	0.0	0.02349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09235	0.0	0.07597	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.62137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.11882	0.0	0.0	0.0	0.02109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08092	0.0	0.0	0.0	0.0	0.0	0.0	0.12728	0.0	0.0	0.0	0.0	0.01075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51851	0.0	0.0	0.61924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15934	0.29491	0.0	0.0	0.0704	0.0	0.19835	0.0
